PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference,W_rate
Orlando Robinson,1631115,Miami Heat,AWAY,7.56,0.94,1.94,0.2,0.24,0.41,0.13,0.71,0.88,0.29,0.65,1.82,2.47,1,0.65,0.29,0.24,0.12,1,0.71,2.82,2.24,5,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Orlando Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631115.png,Orlando Robinson,Center,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Oscar Tshiebwe,1631131,Indiana Pacers,AWAY,4.98,1.75,3,0.71,0,0,0,0.75,1,0.38,1,0.75,1.75,0.5,0,0,0.25,0.25,0.25,0.5,4.25,4.25,5.25,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Oscar Tshiebwe,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1631131.png,Oscar Tshiebwe,Forward-Center,Indiana Pacers,82,47,35,0.573,3941,117.6,2578,0.7,631,481,1297,1212,1122,4792,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East,57.31707317
Oshae Brissett,1629052,Boston Celtics,AWAY,11.49,1.18,2.59,0.37,0.35,1,0.21,0.85,1.41,0.36,1.21,1.47,2.68,0.59,0.26,0.29,0.09,0.09,0.94,1.12,3.56,2.85,4.97,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Oshae Brissett,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1629052.png,Oshae Brissett,Forward-Guard,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Ousmane Dieng,1631172,Oklahoma City Thunder,AWAY,10.91,1.41,3.82,0.29,0.76,2.59,0.23,0.71,0.76,0.34,0.35,1.53,1.88,1.12,0.59,0.18,0.06,0.18,0.82,0.59,4.29,0.18,4.47,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Ousmane Dieng,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631172.png,Ousmane Dieng,Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West,69.51219512
P.J. Tucker,200782,LA Clippers,AWAY,14.53,0.41,1.53,0.17,0.35,1,0.25,0.18,0.18,0.12,1.12,1,2.12,0.65,0.12,0.41,0.24,0.12,1.71,0.41,1.35,-0.65,3.53,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,P.J. Tucker,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/200782.png,P.J. Tucker,Forward,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
P.J. Washington,1629023,Charlotte Hornets,AWAY,29.24,5.25,12.38,0.42,2,6.38,0.31,1.38,2,0.39,0.88,3.56,4.44,1.81,1.44,0.81,0.69,0.88,2.5,1.75,13.88,-7.31,12.44,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,P.J. Washington,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629023.png,P.J. Washington,Forward,Dallas Mavericks,82,50,32,0.61,3941,114.9,2724,0.711,563,406,1240,1170,1291,4186,1,6,6,6,26,18,14,21,24,17,7,24,26,20,East,25.6097561
Paolo Banchero,1631094,Orlando Magic,AWAY,34.52,7.75,17.05,0.47,1.61,4.48,0.32,4.7,6.48,0.68,0.98,5.84,6.82,5.32,2.82,0.86,0.61,1.05,1.91,4.66,21.82,1.95,21.55,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Paolo Banchero,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1631094.png,Paolo Banchero,Forward,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Pascal Siakam,1627783,Indiana Pacers,AWAY,31.39,8.32,14.5,0.57,0.86,2.36,0.35,3.09,4.64,0.61,2,5.82,7.82,3.68,1.64,0.77,0.41,0.59,2.5,3.82,20.59,4.55,23.91,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Pascal Siakam,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png,Pascal Siakam,Forward,Indiana Pacers,82,47,35,0.573,3941,117.6,2578,0.7,631,481,1297,1212,1122,4792,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East,57.31707317
Pat Connaughton,1626192,Milwaukee Bucks,AWAY,22.1,1.82,4.18,0.44,1.15,3,0.37,0.67,0.91,0.23,0.52,2.48,3,2.27,0.45,0.55,0.24,0.12,1.36,0.82,5.45,0.7,8.45,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Pat Connaughton,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1626192.png,Pat Connaughton,Guard,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Pat Spencer,1630311,Golden State Warriors,AWAY,5.58,0.5,1,0.33,0,0.5,0,0,0,0,0.5,0.5,1,1,0.25,0,0,0,0.25,0,1,-0.5,2.25,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Pat Spencer,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1630311.png,Pat Spencer,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Patrick Baldwin Jr.,1631116,Washington Wizards,AWAY,16.22,2.25,5.31,0.33,1.19,3.44,0.25,0.81,1.12,0.37,0.5,3.25,3.75,1.06,0.38,0.62,0.31,0.12,1.94,0.88,6.5,-1.56,8.5,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Patrick Baldwin Jr.,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png,Patrick Baldwin Jr.,Forward,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Patrick Beverley,201976,Milwaukee Bucks,AWAY,22.3,2.1,5.5,0.31,1,3,0.3,1.3,1.4,0.57,0.5,2.9,3.4,1.9,0.7,1,0.6,0.3,2,1.5,6.5,-4.1,9.2,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Patrick Beverley,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/201976.png,Patrick Beverley,Guard,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Patrick Williams,1630172,Chicago Bulls,AWAY,26.44,3.29,7.9,0.38,1.38,3.81,0.35,1.29,1.67,0.4,1.1,3.05,4.14,1.43,1.38,0.9,1.05,0.43,2.19,1.19,9.24,0,10.38,Regular Season,82,39,43,https://loodibee.com/wp-content/uploads/nba-chicago-bulls-logo.png,Patrick Williams,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630172.png,Patrick Williams,Forward,Chicago Bulls,82,39,43,0.476,3996,115.7,2677,0.717,638,394,1249,1133,1088,3726,1,20,20,20,1,22,19,17,9,18,8,15,7,1,East,47.56097561
Patty Mills,201988,Atlanta Hawks,AWAY,9.89,0.7,2.4,0.24,0.6,1.6,0.33,0,0,0,0.1,0.8,0.9,0.8,0.4,0.4,0.1,0.1,1.1,0.2,2,1.7,2.1,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Patty Mills,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/201988.png,Patty Mills,Guard,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,43.90243902
Paul George,202331,LA Clippers,AWAY,33.69,7.23,16.66,0.43,3,8,0.38,4.18,4.48,0.76,0.52,4.98,5.5,3.39,2.3,1.34,0.48,0.8,2.8,3.3,21.64,4.14,20.32,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Paul George,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/202331.png,Paul George,Forward,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Paul Reed,1630194,Philadelphia 76ers,AWAY,19.17,3.05,5.81,0.51,0.23,0.7,0.14,0.51,0.88,0.24,2.37,3.44,5.81,1.16,0.56,0.77,1.14,0.47,2.35,1.09,6.84,1,12.02,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Paul Reed,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png,Paul Reed,Forward,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
Payton Pritchard,1630202,Boston Celtics,AWAY,22.12,3.34,7.44,0.43,1.72,4.66,0.36,0.52,0.72,0.27,0.82,2.26,3.08,3.42,0.6,0.38,0.04,0.32,1.24,0.74,8.92,5.06,10.94,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Payton Pritchard,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630202.png,Payton Pritchard,Guard,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Pete Nance,1631250,Cleveland Cavaliers,AWAY,6.12,0.33,1,0.11,0.33,0.33,0.33,0,0,0,0,1,1,0,0,0,0,0,0.67,0,1,-6,1.33,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Pete Nance,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1631250.png,Pete Nance,Forward,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Peyton Watson,1631212,Denver Nuggets,AWAY,18.58,2.48,5.45,0.45,0.45,1.82,0.2,1.06,1.55,0.38,0.73,2.55,3.27,1.15,0.64,0.67,1.33,0.27,1.64,1.21,6.48,0.7,8.82,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Peyton Watson,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1631212.png,Peyton Watson,Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Precious Achiuwa,1630173,New York Knicks,AWAY,26.25,3.43,6.9,0.57,0.19,1.19,0.07,1.05,1.81,0.34,3.19,4.57,7.76,1.33,1.1,0.81,1.24,0.71,2.05,1.29,8.1,0.48,13.9,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Precious Achiuwa,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1630173.png,Precious Achiuwa,Forward,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Quentin Grimes,1629656,Detroit Pistons,AWAY,21.53,1.75,7.5,0.2,1,5.5,0.18,1.75,1.75,0.5,0.25,2.75,3,2.75,1.25,1,1,0,1.5,1,6.25,-6.25,7,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Quentin Grimes,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1629656.png,Quentin Grimes,Guard,Detroit Pistons,82,14,68,0.171,3951,118,2692,0.73,531,384,1611,1138,1165,4468,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East,17.07317073
Quenton Jackson,1631245,Indiana Pacers,AWAY,1.92,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,0,1,2,0,4,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Quenton Jackson,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1631245.png,Quenton Jackson,Guard,Indiana Pacers,82,47,35,0.573,3941,117.6,2578,0.7,631,481,1297,1212,1122,4792,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East,57.31707317
RJ Barrett,1629628,New York Knicks,AWAY,28.97,6.46,15.08,0.42,1.77,5.69,0.28,3.23,4.15,0.78,0.46,3.15,3.62,2.85,1.38,0.46,0.46,1.77,1.54,3.38,17.92,-0.15,14.38,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,RJ Barrett,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629628.png,RJ Barrett,Forward-Guard,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,60.97560976
RaiQuan Gray,1630564,San Antonio Spurs,AWAY,12.55,5,8,0.62,3,5,0.6,0,0,0,0,0,0,2,0,1,0,1,0,0,13,3,13,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,RaiQuan Gray,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630564.png,RaiQuan Gray,Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Rayan Rupert,1641712,Portland Trail Blazers,AWAY,15.71,1.25,3.81,0.24,0.62,1.88,0.16,0.69,0.81,0.38,0.56,1.88,2.44,1.81,0.81,0.25,0.06,0.62,1.44,0.81,3.81,-1.69,4.88,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Rayan Rupert,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1641712.png,Rayan Rupert,Guard-Forward,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Reggie Bullock Jr.,203493,Houston Rockets,AWAY,9.3,0.8,1.95,0.35,0.6,1.55,0.35,0,0,0,0,1.55,1.55,0.4,0.35,0.3,0.1,0.05,0.5,0.05,2.2,-1.8,3.05,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Reggie Bullock Jr.,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/203493.png,Reggie Bullock Jr.,Guard-Forward,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
Reggie Jackson,202704,Denver Nuggets,AWAY,23.19,4.17,9.63,0.43,1.23,3.74,0.35,1,1.2,0.35,0.43,1.34,1.77,3.57,1.43,0.49,0.2,0.34,2.06,1.17,10.57,1.17,9.51,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Reggie Jackson,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/202704.png,Reggie Jackson,Guard,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
Richaun Holmes,1626158,Dallas Mavericks,AWAY,9.08,1.82,3.09,0.6,0,0,0,0.64,1.09,0.26,1.45,1.73,3.18,0.55,0.64,0.18,0.36,0.18,1.09,0.73,4.27,-0.36,6.18,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Richaun Holmes,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1626158.png,Richaun Holmes,Forward,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,West,60.97560976
Ricky Council IV,1641741,Philadelphia 76ers,AWAY,8.48,1.56,3.28,0.37,0.22,0.72,0.16,1.83,2.28,0.41,0.56,1,1.56,0.33,0.11,0.33,0.06,0.11,0.67,1.28,5.17,1.5,5.17,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Ricky Council IV,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1641741.png,Ricky Council IV,Guard,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,East,57.31707317
Robert Covington,203496,LA Clippers,AWAY,19.64,1,3,0.33,1,3,0.33,1,2,0.5,0,1,1,2,0,2,0,0,4,3,4,-6,6,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Robert Covington,1610612755,PHI,https://cdn.nba.com/headshots/nba/latest/1040x760/203496.png,Robert Covington,Forward,Philadelphia 76ers,82,47,35,0.573,3956,113,2616,0.701,694,492,1177,1117,1262,4106,1,12,12,12,17,11,23,25,1,6,2,11,24,17,West,62.19512195
Robert Williams III,1629057,Portland Trail Blazers,AWAY,18.26,3,4.5,0.66,0,0,0,1.25,1.75,0.67,2,5,7,0.25,1.25,1.25,1.25,0.75,3.25,1.5,7.25,-3.5,13.75,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Robert Williams III,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629057.png,Robert Williams III,Center-Forward,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Royce O'Neale,1626220,Brooklyn Nets,AWAY,26.27,2.81,7,0.38,2.29,5.81,0.39,0.33,0.57,0.13,1.1,4.05,5.14,2.9,1.48,0.86,0.71,0.19,2.81,0.57,8.24,0.62,11.95,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Royce O'Neale,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1626220.png,Royce O'Neale,Forward,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,East,39.02439024
Rudy Gobert,203497,Minnesota Timberwolves,AWAY,34.23,5.53,8.5,0.66,0,0,0,3.11,4.83,0.6,3.72,8.97,12.69,1.33,1.42,0.56,2.03,0.72,3.28,4.97,14.17,5.81,24.67,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Rudy Gobert,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/203497.png,Rudy Gobert,Center,Minnesota Timberwolves,82,56,26,0.683,3961,108.4,2807,0.725,647,497,1337,1042,1086,3782,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West,68.29268293
Rui Hachimura,1629060,Los Angeles Lakers,AWAY,26.57,5.26,9.95,0.53,1.41,3.51,0.39,1.59,2.03,0.46,0.64,3.08,3.72,1.13,0.72,0.67,0.28,0.69,1.41,1.36,13.51,2,13.46,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Rui Hachimura,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629060.png,Rui Hachimura,Forward,Los Angeles Lakers,82,47,35,0.573,3971,114.8,2859,0.725,605,453,1395,1225,1331,4206,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West,57.31707317
Russell Westbrook,201566,LA Clippers,AWAY,23.86,4.71,10.1,0.47,0.76,2.49,0.26,1.54,2.27,0.48,1.44,4.07,5.51,4.93,2.44,1.15,0.37,0.63,1.85,1.9,11.71,1.59,15.1,Regular Season,82,51,31,https://loodibee.com/wp-content/uploads/nba-la-clippers-logo.png,Russell Westbrook,1610612746,LAC,https://cdn.nba.com/headshots/nba/latest/1040x760/201566.png,Russell Westbrook,Guard,LA Clippers,82,51,31,0.622,3941,114.6,2701,0.705,640,413,1284,1152,1221,4074,1,5,5,5,26,16,17,24,7,15,11,20,21,14,West,62.19512195
Ryan Rollins,1631157,Milwaukee Bucks,AWAY,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Ryan Rollins,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/1631157.png,Ryan Rollins,Guard,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Saben Lee,1630240,Phoenix Suns,AWAY,6.71,1,2.25,0.44,0.08,0.75,0.03,1.5,2.08,0.35,0.25,1.08,1.33,0.67,0.58,0.42,0,0.25,0.5,1.17,3.58,-0.08,3.58,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Saben Lee,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1630240.png,Saben Lee,Guard,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Saddiq Bey,1630180,Atlanta Hawks,AWAY,33.27,4.47,11.44,0.39,1.91,6.09,0.31,2.65,3.15,0.72,3.06,4.06,7.12,1.15,0.71,0.79,0.09,0.85,1.26,2.12,13.5,-1.21,14.47,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Saddiq Bey,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630180.png,Saddiq Bey,Guard-Forward,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Sam Hauser,1630573,Boston Celtics,AWAY,21.64,3.02,6.54,0.48,2.46,5.54,0.47,0.23,0.25,0.11,0.46,2.83,3.29,1.04,0.35,0.56,0.38,0.19,1.46,0.31,8.73,5.38,10.1,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Sam Hauser,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630573.png,Sam Hauser,Forward,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Sam Merrill,1630241,Cleveland Cavaliers,AWAY,18.34,2.82,6.82,0.38,2.43,6.11,0.36,0.29,0.29,0.21,0.46,1.61,2.07,1.71,0.32,0.32,0.07,0.18,1.64,0.71,8.36,-0.86,8.21,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Sam Merrill,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1630241.png,Sam Merrill,Guard,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Sandro Mamukelashvili,1630572,San Antonio Spurs,AWAY,7.16,1.18,2.55,0.27,0.27,1,0.11,0.32,0.5,0.06,0.68,1.59,2.27,0.77,0.36,0.09,0.14,0.09,0.45,0.36,2.95,-0.59,4.32,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Sandro Mamukelashvili,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630572.png,Sandro Mamukelashvili,Forward-Center,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Santi Aldama,1630583,Memphis Grizzlies,AWAY,24.51,3.41,8.28,0.41,1.47,4.38,0.36,1,1.59,0.32,1.19,4.22,5.41,2.06,1.06,0.56,1,0.38,1.72,1.53,9.28,-5.16,11.78,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Santi Aldama,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1630583.png,Santi Aldama,Forward-Center,Memphis Grizzlies,82,27,55,0.329,3956,113.7,2598,0.706,673,501,1514,1146,1236,3948,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West,32.92682927
Sasha Vezenkov,1628426,Sacramento Kings,AWAY,11.14,1.81,4.19,0.38,1,2.62,0.29,0.19,0.24,0.07,0.67,1.24,1.9,0.29,0.29,0.33,0.1,0.33,1.14,0.29,4.81,-0.05,4.71,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Sasha Vezenkov,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1628426.png,Sasha Vezenkov,Forward,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
